ID,REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,SEVERITY_CODE,BLEACHING_SEVERITY
1604,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Unnamed Rf,-20.02364,148.27329,3,HIGH
1034,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Unnamed Rf,-20.01319,148.26804,3,HIGH
1035,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Unnamed Rf,-20.02364,148.27329,3,HIGH
1257,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Unnamed shoal,-17.96549,146.13788,3,HIGH
1747,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Unnamed shoal,-17.96549,146.13788,3,HIGH
1799,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Virago Shoal,-19.21233,146.79531,3,HIGH
1296,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Virago Shoal,-19.21233,146.79531,3,HIGH
633,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Virago Shoals,-19.2167,146.8,3,HIGH
877,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,West Hope Is,-15.7433,145.43722,3,HIGH
1446,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,West Hope Is,-15.7433,145.43722,3,HIGH
2765,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Wharton Reef,-14.1273,143.999,3,HIGH
2981,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,White Topped Reef,-19.7102,147.7504,3,HIGH
1008,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,White topped Rock,-19.70833,147.75,3,HIGH
1577,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,White topped Rock,-19.70833,147.75,3,HIGH
3033,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Whitsunday Island Reef (No 1),-20.1911,148.9802,3,HIGH
3238,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Wilson Reef,-22.0146,152.4498,3,HIGH
1601,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Woodwark Bay,-20.2,148.65,3,HIGH
1032,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Woodwark Bay,-20.2,148.65,3,HIGH
3926,Middle East,Persian Gulf,Bahrain,Abul Thalma,26.275,50.94,3,HIGH
3928,Middle East,Persian Gulf,Bahrain,"Al Dar Island, Fasht Al Adhom",26.127,50.679,3,HIGH
2373,Middle East,Persian Gulf,Bahrain,Bahrain,26.06666667,50.55,3,HIGH
3931,Middle East,Persian Gulf,Bahrain,"Concrete Marker, Fasht Al Adhom",25.988,50.884,3,HIGH
3929,Middle East,Persian Gulf,Bahrain,"Double Pipe Marker, Fasht Al Adhom",26.076,50.767,3,HIGH
163,Middle East,Persian Gulf,Bahrain,Fasht Al Adhom,26.15,50.7008,3,HIGH
712,Middle East,Persian Gulf,Bahrain,Fasht Al Adhom,26,50.5,3,HIGH
2374,Middle East,Persian Gulf,Bahrain,Fasht al Adhom ( Fasht  Adhm ),26.08333333,50.75,3,HIGH
730,Middle East,Persian Gulf,Bahrain,Fasht Al Dibal,26,50.5,3,HIGH
164,Middle East,Persian Gulf,Bahrain,Fasht Al Dibal,26.2923,50.9617,3,HIGH
711,Middle East,Persian Gulf,Bahrain,Fasht Al Jarim,26,50.5,3,HIGH
3927,Middle East,Persian Gulf,Bahrain,"Half Tanker, Fasht Al Adhom",26.077,50.762,3,HIGH
162,Middle East,Persian Gulf,Bahrain,Hayr Shutaya,26.6,50.8,3,HIGH
3932,Middle East,Persian Gulf,Bahrain,"Jabari, South east of bahrain",25.918,50.697,3,HIGH
709,Middle East,Persian Gulf,Bahrain,N Jabari,26,50.5,3,HIGH
710,Middle East,Persian Gulf,Bahrain,Samahij,26.28,50.635,3,HIGH
3930,Middle East,Persian Gulf,Bahrain,"Single Pipe Marker, Fasht Al Adhom",26.04,50.894,3,HIGH
3933,Middle East,Persian Gulf,Bahrain,West Fasht al Dibal,26.25,50.929,3,HIGH
537,Middle East,Persian Gulf,Kuwait,Kubbar Island,29.0722,48.4933,3,HIGH
2342,Middle East,Persian Gulf,Oman,Bandar Khayran,23.52166667,58.73333333,3,HIGH
777,Middle East,Persian Gulf,Oman,Dhofar,16.8,54,3,HIGH
382,Middle East,Persian Gulf,Oman,Mirbat Peninsula,16.94,54.81,3,HIGH
2303,Middle East,Persian Gulf,Oman,Oman,20.46666667,58.45,3,HIGH
780,Middle East,Persian Gulf,Qatar,Al Khor,25.75,51.4167,3,HIGH
599,Middle East,Persian Gulf,Qatar,Arabian Gulf,26,51.5,3,HIGH
781,Middle East,Persian Gulf,Qatar,Khor Al Oudeid,26,51.4,3,HIGH
782,Middle East,Persian Gulf,United Arab Emirates,Abu Dhabi,24.45,54.3833,3,HIGH
783,Middle East,Persian Gulf,United Arab Emirates,Abu Dhabi,24.45,54.3833,3,HIGH
2654,Middle East,Persian Gulf,United Arab Emirates,Jebel Ali,25.086,55.139,3,HIGH
2544,Middle East,Persian Gulf,United Arab Emirates,Jebel Ali to Ras Hasyan,25.133,54.91,3,HIGH
6800,Middle East,Persian Gulf,United Arab Emirates,"Jebel- Ali, Dubai",25,55,3,HIGH
167,Middle East,Persian Gulf,United Arab Emirates,United Arab Emirates,24.4882,52.9802,3,HIGH
2203,Middle East,Red Sea - Gulf of Aden,Eritrea,Eritrea,15.63333333,39.66666667,3,HIGH
63,Middle East,Red Sea - Gulf of Aden,Israel,Mediterranean Coast of Israel,32.2411,34.7604,3,HIGH
86,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,Arabian Gulf - Four nearshore patch reefs,27.3107,49.5072,3,HIGH
579,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,Rabigh,22.55,39.0333,3,HIGH
2335,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,Saudi Arabia,22.6,38.81666667,3,HIGH
2336,Middle East,Red Sea - Gulf of Aden,Saudi Arabia,Saudi Arabia,22.6,38.81666667,3,HIGH
362,Middle East,Red Sea - Gulf of Aden,Yemen,Di Hamri,12.677,54.1905,3,HIGH
168,Middle East,Red Sea - Gulf of Aden,Yemen,"Yemen, Socotra",12.5108,54.4597,3,HIGH
2202,Pacific,Micronesia,American Samoa,Tutuila Island,-14.3,-170.7,3,HIGH
2552,Pacific,Micronesia,Federated States of Micronesia,Guam,13.433,144.65,3,HIGH
2653,Pacific,Micronesia,Marshall Islands,Eastern (Winward reef) Kwajalein Atoll,9.196,167.656,3,HIGH
2551,Pacific,Micronesia,Marshall Islands,Majuro lagoon,7.14,171.213,3,HIGH
2550,Pacific,Micronesia,Marshall Islands,"Mid northern, Majuro lagoon",7.158,171.069,3,HIGH
2652,Pacific,Micronesia,Marshall Islands,Northern Kwajalein Atoll,9.339,167.446,3,HIGH
2549,Pacific,Micronesia,Marshall Islands,"Telap Islet, Majuro",7.08,171.392,3,HIGH
469,Pacific,Micronesia,Northern Mariana Islands,"Teteto Beach, Rota, Northern Mariana Islands",14.15,145.2,3,HIGH
719,Pacific,Micronesia,Palau,Arakabasan ,7.3,134.35,3,HIGH
2114,Pacific,Micronesia,Palau,Big Drop Off,7.105333333,134.2541667,3,HIGH
603,Pacific,Micronesia,Palau,Big Drop Off,7.1089,134.2569,3,HIGH
511,Pacific,Micronesia,Palau,Blue Corner,7.13,134.23,3,HIGH
720,Pacific,Micronesia,Palau,Cemetary Island,7.5,134.5,3,HIGH
445,Pacific,Micronesia,Palau,"Helen Reef, SW Palau",2.9025,131.8,3,HIGH
523,Pacific,Micronesia,Palau,"Iwayama Bay, Rock Islands",7.3261,134.5006,3,HIGH
439,Pacific,Micronesia,Palau,"Ngchesar barrier reef, E Babeldaob",7.4325,134.72,3,HIGH
435,Pacific,Micronesia,Palau,"Ngerchebal Island, central lagoon",8.1625,134.625,3,HIGH
441,Pacific,Micronesia,Palau,Ngerumekaol (Ulong Channel),7.2525,134.25,3,HIGH
605,Pacific,Micronesia,Palau,No Name,7.2556,134.3839,3,HIGH
606,Pacific,Micronesia,Palau,Ot Lagoon,7.1633,134.3481,3,HIGH
580,Pacific,Micronesia,Palau,Palau,7.752,134.5763,3,HIGH
111,Pacific,Micronesia,Palau,Palau,7.2143,134.2269,3,HIGH
2112,Pacific,Micronesia,Palau,Palau ( Belau ),7.441666667,134.3,3,HIGH
434,Pacific,Micronesia,Palau,Patch reefs Ngeruangel Atoll,8.1725,134.65,3,HIGH
773,Pacific,Micronesia,Palau,Peleliu,7,134.22,3,HIGH
436,Pacific,Micronesia,Palau,Rock Islands,7.2725,134.35,3,HIGH
609,Pacific,Micronesia,Palau,Short Drop Off,7.2797,134.2286,3,HIGH
610,Pacific,Micronesia,Palau,Siaes,7.3219,134.2286,3,HIGH
432,Pacific,Micronesia,Palau,South and West Ngeruangel Atoll,8.1525,134.62,3,HIGH
437,Pacific,Micronesia,Palau,Three sites NW of Kamesang - patch reefs on W Babeldaob,7.4525,134.48,3,HIGH
444,Pacific,Micronesia,Palau,"Tobi Island, SW Palau",3.0025,131.17,3,HIGH
608,Pacific,Micronesia,Palau,Wonder Pass,7.1911,134.3681,3,HIGH
510,Pacific,Southeast and Central Pacific,Cook Islands,Aitutaki,-18.8667,-159.75,3,HIGH
7192,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.51,-151.76,3,HIGH
7193,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.48,-151.72,3,HIGH
7175,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.54,-151.73,3,HIGH
7176,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.54,-151.73,3,HIGH
7177,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.53,-151.73,3,HIGH
7178,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.54,-151.74,3,HIGH
7181,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.5,-151.76,3,HIGH
7182,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.55,-151.78,3,HIGH
7183,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.5,-151.78,3,HIGH
7186,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.5,-151.78,3,HIGH
7187,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.54,-151.79,3,HIGH
7188,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.46,-151.78,3,HIGH
7189,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.44,-151.76,3,HIGH
7190,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.45,-151.77,3,HIGH
7007,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.45,-151.77,3,HIGH
7008,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.46,-151.78,3,HIGH
7009,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.51,-151.78,3,HIGH
7022,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.5,-151.78,3,HIGH
7023,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.5,-151.78,3,HIGH
7013,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.44,-151.76,3,HIGH
7026,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.51,-151.76,3,HIGH
7027,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora , Society archipelago",-16.53,-151.73,3,HIGH
7024,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora , Society archipelago",-16.54,-151.75,3,HIGH
7014,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora Society archipelago,-16.55,-151.78,3,HIGH
7016,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora,",-16.54,-151.79,3,HIGH
7029,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora,  Society archipelago",-16.53,-151.73,3,HIGH
7010,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora, Society archipelago",-16.49,-151.71,3,HIGH
7005,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora, Society archipelago",-16.53,-151.77,3,HIGH
7006,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora, Society archipelago",-16.48,-151.72,3,HIGH
7173,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora, Society archipelago",-16.55,-151.7,3,HIGH
7174,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora, Society archipelago",-16.49,-151.71,3,HIGH
7179,Pacific,Southeast and Central Pacific,French Polynesia,"Bora Bora, Society archipelago",-16.54,-151.75,3,HIGH
2265,Pacific,Southeast and Central Pacific,French Polynesia,Faaa,-17.54133333,-149.6193333,3,HIGH
2239,Pacific,Southeast and Central Pacific,French Polynesia,French Polynesia,-17,-143,3,HIGH
2255,Pacific,Southeast and Central Pacific,French Polynesia,Moorea,-17.575,-149.7833333,3,HIGH
2259,Pacific,Southeast and Central Pacific,French Polynesia,Moorea,-17.575,-149.7833333,3,HIGH
2266,Pacific,Southeast and Central Pacific,French Polynesia,Society Islands,-17,-151,3,HIGH
751,Pacific,Southeast and Central Pacific,Tonga,Tonga,-20,-175,3,HIGH
2591,Pacific,Southwest Pacific,Fiji,Beca 1,-18.59,178.1,3,HIGH
2582,Pacific,Southwest Pacific,Fiji,Beqa 2 Barrier Reef,-18.459,178.1,3,HIGH
495,Pacific,Southwest Pacific,Fiji,"Cousteau Resort, Vanua Levu",-16.8,179.3,3,HIGH
483,Pacific,Southwest Pacific,Fiji,"Cuvu Reefs, Viti Levu",-17.8167,177.3667,3,HIGH
515,Pacific,Southwest Pacific,Fiji,"Deuba, Viti Levu",-18.2,178.3,3,HIGH
2351,Pacific,Southwest Pacific,Fiji,Fiji,-18.15,178.45,3,HIGH
494,Pacific,Southwest Pacific,Fiji,"Frigate Pass, Viti Levu",-18.5,177.9,3,HIGH
2587,Pacific,Southwest Pacific,Fiji,Great Astrolabe Reef 1,-18.754,178.466,3,HIGH
540,Pacific,Southwest Pacific,Fiji,Kadavu,-19,178.2,3,HIGH
54495,Pacific,Southwest Pacific,Fiji,"Nai'a, Namena",-17.11327778,179.0638056,3,HIGH
7066,Pacific,Southwest Pacific,Fiji,"Nai'a, Namena",-17.11,179.06,3,HIGH
2585,Pacific,Southwest Pacific,Fiji,Nukubuco Reef,-18,178,3,HIGH
741,Pacific,Southwest Pacific,Fiji,Ovalau,-17.6667,178.8,3,HIGH
2590,Pacific,Southwest Pacific,Fiji,Pacific Harbour,-18.2918,178.0806,3,HIGH
2595,Pacific,Southwest Pacific,Fiji,"Pinnacle, Vatu I Ra Passage",-17.33,178.535,3,HIGH
519,Pacific,Southwest Pacific,Fiji,Rattail Passage,-17,178,3,HIGH
514,Pacific,Southwest Pacific,Fiji,"S Beqa Lagoon, Viti Levu",-18.43,178.07,3,HIGH
516,Pacific,Southwest Pacific,Fiji,"SE Beqa Lagoon, Viti Levu",-18.43,178.09,3,HIGH
742,Pacific,Southwest Pacific,Fiji,Somosomo Strait,-16.7667,-179.9667,3,HIGH
2586,Pacific,Southwest Pacific,Fiji,Suva Barrier Reef,-18.159,178.399,3,HIGH
518,Pacific,Southwest Pacific,Fiji,Suva Harbour,-18.1333,178.4167,3,HIGH
517,Pacific,Southwest Pacific,Fiji,"SW Beqa Lagoon, Viti Levu",-18.42,178.02,3,HIGH
743,Pacific,Southwest Pacific,Fiji,Taveuni,-16.85,-179.9667,3,HIGH
54631,Pacific,Southwest Pacific,Fiji,"Tokoriki Island, Mamanucas",-17.58383333,177.0905,3,HIGH
2580,Pacific,Southwest Pacific,Fiji,Vanua Balavu,-17.333,179,3,HIGH
54744,Pacific,Southwest Pacific,Fiji,Votua,-18.17666667,177.675,3,HIGH
2596,Pacific,Southwest Pacific,Fiji,Vuya Reef,-17.25,178.566,3,HIGH
4031,Pacific,Southwest Pacific,Fiji,Yasawa Islands,-16.73,177.55,3,HIGH
744,Pacific,Southwest Pacific,Fiji,Yasawa Islands,-16.7833,177.5167,3,HIGH
28,Pacific,Southwest Pacific,Samoa,"Palolo Deep, nr Apia. Western Samoa",-13.8231,-171.7261,3,HIGH
485,Pacific,Southwest Pacific,Samoa,Samoa,-14,-171,3,HIGH
541,Pacific,Southwest Pacific,Solomon Islands,Ghizo,-8.067,156.8,3,HIGH
2504,Pacific,Southwest Pacific,Tuvalu,Funafuti Lagoon,-8.5,179.18,3,HIGH
747,Pacific,US Pacific Islands,Baker and Howland Islands,Baker Island,0.2167,-176.5167,3,HIGH
749,Pacific,US Pacific Islands,Baker and Howland Islands,Howland Island,0.8,-176.6333,3,HIGH
2325,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii,18.38333333,-154.6333333,3,HIGH
2326,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii,18.38333333,-154.6333333,3,HIGH
7132,Pacific,US Pacific Islands,Hawaiian Islands (USA),Kailua Kona,19.67,-156.03,3,HIGH
3934,Pacific,US Pacific Islands,Hawaiian Islands (USA),"Kaneohe Bay, Hawaii",21.432,-157.794,3,HIGH
2309,Pacific,US Pacific Islands,Hawaiian Islands (USA),Maui Island,20.8,-156.3166667,3,HIGH
2310,Pacific,US Pacific Islands,Hawaiian Islands (USA),Maui Island,20.8,-156.3166667,3,HIGH
3328,Pacific,US Pacific Islands,Hawaiian Islands (USA),"Midway Atoll, Northwest Hawaiian Islands",28.2,-177.35,3,HIGH
2324,Pacific,US Pacific Islands,Hawaiian Islands (USA),Oahu,21.35,-157.9333333,3,HIGH
3327,Pacific,US Pacific Islands,Hawaiian Islands (USA),"Pearl & Hermes Atoll, Northwest Hawaiian Islands",27.83,-175.83,3,HIGH
748,Pacific,US Pacific Islands,Minor Outlying Islands,Kingman Island,6.4,-162.4,3,HIGH
3975,,,St. Croix,Cane Bay,17.684,-64.739,1,Low
491,,,St. Croix,"Long Reef, St Croix, US Virgin Islands",17.7,-64.9,1,Low
3915,,,Zanzibar Islands,Bawe Island,-6.246,39.166,1,Low
3914,,,Zanzibar Islands,Changu,-6.426,39.346,1,Low
3913,,,Zanzibar Islands,Chumbe Island Marine Park,-6.271,39.175,1,Low
3916,,,Zanzibar Islands,Kizimkizi,-6.2742,39.2848,1,Low
4036,Africa,Eastern Africa,Kenya,"Kijembe Reef, Mombasa",-4.073,39.69,1,Low
3918,Africa,Eastern Africa,Kenya,Kiunga,-1.986,41.383,1,Low
175,Africa,Eastern Africa,Kenya,Lamu,-2.2456,41.0642,1,Low
2054,Africa,Eastern Africa,Kenya,Malindi,-3.233333333,40.66666667,1,Low
3919,Africa,Eastern Africa,Kenya,Malindi,-3.215,40.127,1,Low
3920,Africa,Eastern Africa,Kenya,Mombasa Marine Park,-3.985,39.762,1,Low
512,Africa,Eastern Africa,Kenya,Mombasa MNP,-4,39.75,1,Low
2058,Africa,Eastern Africa,Kenya,Watamu,-3.316666667,40.11666667,1,Low
3907,Africa,Eastern Africa,Mozambique,"Baixo de St. Antonio, Angoche",-16.02,40.13,1,Low
3910,Africa,Eastern Africa,Mozambique,"Coral Garden (Ponta da Barra), Inhambane",-23.78,35.516,1,Low
760,Africa,Eastern Africa,Mozambique,Inhaca Island,-26.0036,32.9164,1,Low
3909,Africa,Eastern Africa,Mozambique,"Lighthouse Reef, Inner Two-Mile Reef",-21.516,35.483,1,Low
2219,Africa,Eastern Africa,Mozambique,Mafamede Island,-16.33333333,40,1,Low
3908,Africa,Eastern Africa,Mozambique,"Mafamede Island, Angoche",-16.03,40.05,1,Low
247,Africa,Eastern Africa,Somalia,west of Berbera lighthouse,10.4343,44.9681,1,Low
3986,Africa,Eastern Africa,South Africa,"2 Mile Reef, Sodwana Bay",-27.526,32.688,1,Low
3987,Africa,Eastern Africa,South Africa,"2 Mile Reef, Sodwana Bay",-27.526,32.688,1,Low
3988,Africa,Eastern Africa,South Africa,"2 Mile Reef, Sodwana Bay",-27.526,32.688,1,Low
3989,Africa,Eastern Africa,South Africa,"5 Mile Reef, Sodwana Bay",-27.478,32.7017,1,Low
3990,Africa,Eastern Africa,South Africa,"5 Mile Reef, Sodwana Bay",-27.478,32.7017,1,Low
3991,Africa,Eastern Africa,South Africa,"5 Mile Reef, Sodwana Bay",-27.478,32.7017,1,Low
3992,Africa,Eastern Africa,South Africa,"7 Mile Reef, Sodwana Bay",-27.478,32.7017,1,Low
3993,Africa,Eastern Africa,South Africa,"7 Mile Reef, Sodwana Bay",-27.478,32.7017,1,Low
3994,Africa,Eastern Africa,South Africa,"7 Mile Reef, Sodwana Bay",-27.478,32.7017,1,Low
597,Africa,Eastern Africa,South Africa,Sodwana,-27.5333,32.6833,1,Low
550,Africa,Eastern Africa,South Africa,South Africa 26-27deg S,-33.6,26.9,1,Low
3899,Africa,Eastern Africa,South Africa,"Two-Mile Reef, Sodwana Bay",-27.526,32.688,1,Low
481,Africa,Eastern Africa,Tanzania,Mafia Island Marine Park,-7.9516,39.8137,1,Low
7225,Africa,Eastern Africa,Tanzania,"Site 3, CHUMBE, Zanzibar",-6.2786,39.1782,1,Low
3912,Africa,Eastern Africa,Tanzania,Tanga Town to Kigombe village,-5.187,39.103,1,Low
7107,Africa,Southwest Indian Ocean,Madagascar,"Andavadoaka, Befandefa",-22.12,43.2,1,Low
2661,Africa,Southwest Indian Ocean,Madagascar,"Ankarea, Mitsio Is.",-12.846,48.573,1,Low
2659,Africa,Southwest Indian Ocean,Madagascar,"Bank Marie, Mitsio Is.",-12.935,48.538,1,Low
2221,Africa,Southwest Indian Ocean,Madagascar,Masoala,-16.06666667,50.18333333,1,Low
2662,Africa,Southwest Indian Ocean,Madagascar,"Nosy Fanihy, Nose Be",-13.181,48.234,1,Low
2660,Africa,Southwest Indian Ocean,Madagascar,"Nosy Fisaka, Mitsio Is.",-12.823,48.59,1,Low
2663,Africa,Southwest Indian Ocean,Madagascar,"Tanikely, Nose Be",-13.485,48.24,1,Low
2658,Africa,Southwest Indian Ocean,Madagascar,"Tsarabajina, Mitsio Is.",-13.036,48.545,1,Low
2149,Africa,Southwest Indian Ocean,Madagascar,Tulear ( Toliara ),-23.41666667,43.66666667,1,Low
2312,Africa,Southwest Indian Ocean,Mauritius,Balaclava ( Arsenal Bay / Baie de L'Arsenal ),-20.1,57.5,1,Low
183,Africa,Southwest Indian Ocean,Mauritius,Mauritius,-20.2909,57.7957,1,Low
2311,Africa,Southwest Indian Ocean,Mauritius,Mauritius,-20.13333333,57.46666667,1,Low
2302,Africa,Southwest Indian Ocean,Mauritius,Rodrigues,-19.75,63.41666667,1,Low
2313,Africa,Southwest Indian Ocean,Mauritius,Trou d'Eau Douce Fir,-20.24833333,57.795,1,Low
788,Africa,Southwest Indian Ocean,Réunion,"Corne Nord, St Leu Ville Reef",-21.26,55.325,1,Low
236,Africa,Southwest Indian Ocean,Réunion,Planch'alizé reef flat,-21.1544,55.272,1,Low
2530,Africa,Southwest Indian Ocean,Réunion,Reunion Island,-21.1,55.2526,1,Low
3324,Africa,Southwest Indian Ocean,Réunion,Saint Leu,-21.158,55.289,1,Low
238,Africa,Southwest Indian Ocean,Réunion,Sainte Rose,-21.1179,55.8251,1,Low
2062,Africa,Southwest Indian Ocean,Seychelles,Mahè,-4.6,55.46666667,1,Low
2026,Africa,Southwest Indian Ocean,Seychelles,St. Pierre,-9.316666667,51.71666667,1,Low
7194,Americas,Eastern Caribbean,Guadeloupe,Port Louis,16.43,-61.54,1,Low
6494,Americas,Eastern Caribbean,Netherlands Antilles,BNK01: Saba Bank 1,17.463,-63.22267,1,Low
6496,Americas,Eastern Caribbean,Netherlands Antilles,BNK02: Saba Bank 2,17.48683,-63.23167,1,Low
6497,Americas,Eastern Caribbean,Netherlands Antilles,BNK03: Saba Bank 3,17.48783,-63.23233,1,Low
2119,Americas,Eastern Caribbean,Netherlands Antilles,Bonaire,12.18333333,-68.3,1,Low
2120,Americas,Eastern Caribbean,Netherlands Antilles,Curacao ( Curaçao ),12.1,-68.96666667,1,Low
6510,Americas,Eastern Caribbean,Netherlands Antilles,EUX01: Barracuda Reef,17.468,-62.99166,1,Low
6507,Americas,Eastern Caribbean,Netherlands Antilles,EUX02: Anchor Point,17.46433,-62.98783,1,Low
6503,Americas,Eastern Caribbean,Netherlands Antilles,EUX03: Hangover,17.46483,-62.986,1,Low
6505,Americas,Eastern Caribbean,Netherlands Antilles,EUX04: The Blocks,17.46433,-62.985,1,Low
6502,Americas,Eastern Caribbean,Netherlands Antilles,EUX05: The Ledges,17.46333,-62.98466,1,Low
6508,Americas,Eastern Caribbean,Netherlands Antilles,EUX06: Five Fingers,17.46483,-62.96667,1,Low
6504,Americas,Eastern Caribbean,Netherlands Antilles,EUX07: Valley of the Sponges,17.464,-62.9825,1,Low
6506,Americas,Eastern Caribbean,Netherlands Antilles,EUX08: The Humps,17.4635,-62.97817,1,Low
6501,Americas,Eastern Caribbean,Netherlands Antilles,EUX09: Mushroom Gardens,17.4625,-62.97766,1,Low
2123,Americas,Eastern Caribbean,Netherlands Antilles,Lac Lagoon,12.05,-68.26666667,1,Low
7115,Americas,Eastern Caribbean,Netherlands Antilles,"Oranjestad, St Eustatius",17.46,-62.98,1,Low
6490,Americas,Eastern Caribbean,Netherlands Antilles,SAB01: Core Gut,17.63083,-63.215,1,Low
6489,Americas,Eastern Caribbean,Netherlands Antilles,SAB02: Hole in the Corner,17.615,-63.225,1,Low
6491,Americas,Eastern Caribbean,Netherlands Antilles,SAB03: Tent Reef,17.61633,-63.2585,1,Low
6495,Americas,Eastern Caribbean,Netherlands Antilles,SAB04: Hot Springs,17.62483,-63.2595,1,Low
6492,Americas,Eastern Caribbean,Netherlands Antilles,SAB05: Ladder Labyrinth,17.62667,-63.25967,1,Low
6493,Americas,Eastern Caribbean,Netherlands Antilles,SAB06: Babylon,17.62817,-63.2595,1,Low
6498,Americas,Eastern Caribbean,Netherlands Antilles,SAB07: Porites Point,17.62933,-63.25883,1,Low
6499,Americas,Eastern Caribbean,Netherlands Antilles,SAB08: Torrens Point,17.64333,-63.25317,1,Low
6500,Americas,Eastern Caribbean,Netherlands Antilles,SAB09: Green Island,17.64967,-63.228,1,Low
3946,Americas,Eastern Caribbean,St. Vincent and the Grenadines,Tobago Cays,12.634,-61.35,1,Low
6876,Americas,Eastern Caribbean,Trinidad and Tobago,Tobago reef,11,-60,1,Low
2269,Americas,Eastern Caribbean,Virgin Islands (British),Anegada,18.73333333,-64.31666667,1,Low
5994,Americas,Mesoamerica,Belize,7 Cut The Trench Deep (WP15),16.72263,-88.07225,1,Low
2289,Americas,Mesoamerica,Belize,Ambergris Cay,18.03333333,-87.88333333,1,Low
554,Americas,Mesoamerica,Belize,Ambergris Caye,18.0048,-87.8997,1,Low
4028,Americas,Mesoamerica,Belize,Atoll's lagoon,17.339,87.541,1,Low
5978,Americas,Mesoamerica,Belize,Bread & Butter,16.77,-88.16,1,Low
6011,Americas,Mesoamerica,Belize,Caye Chapel Deep (BZ-3),17.67313,-88.01195,1,Low
5971,Americas,Mesoamerica,Belize,Curlew,16.78,-88.08,1,Low
387,Americas,Mesoamerica,Belize,"Curlew Bank, south of Carrie Bow Cay",16.77,-88.07,1,Low
5968,Americas,Mesoamerica,Belize,Eagle Ray Canyon,17.92,-87.95,1,Low
3967,Americas,Mesoamerica,Belize,Glovers Reef Atoll,16.793,-87.732,1,Low
6009,Americas,Mesoamerica,Belize,Goffs Caye Deep (BZ-1),17.35215,-88.02856,1,Low
560,Americas,Mesoamerica,Belize,Half Moon Caye,17.2,-87.5333,1,Low
5966,Americas,Mesoamerica,Belize,HOL Chan Marine Reserve,17.89,-87.96,1,Low
